"name","brewery_type","address","address2","phone","website","pull_date"
"Red Mountain Brewing","Type: Brewpub","400 Main St ","Ouray, CO 81427 | Map","Phone: (970) 325-9858","www.redmountainbrewingouray.com",2018-10-30
"Red Oak Brewing Co","Type: Regional","6901 Konica Dr ","Whitsett, NC 27377-9787 | Map","Phone: (336) 299-3649","www.redoakbrewery.com",2018-10-30
"Red River Brewing Co","Type: Brewpub","1200 Marshall St Ste 500 ","Shreveport, LA 71101-3936 | Map","Phone: (318) 317-4110","www.redriverbeer.com",2018-10-30
"Red River Brewing Company","Type: Brewpub","217 W Main St ","Red River, NM 87558 | Map","Phone: (575) 770-2519","www.redriverbrewing.com",2018-10-30
"Red Rock Brewing Co","Type: Brewpub","254 S 200 W ","Salt Lake City, UT 84101-1801 | Map","Phone: (801) 521-7446","www.redrockbrewing.com",2018-10-30
"Red Rock Brewing Co - Production","Type: Micro","443 N 400 W ","Salt Lake City, UT 84103-1230 | Map","Phone: (801) 521-7446",NA,2018-10-30
"Red Shed Brewing Company","Type: Micro","817 Butter Bowl Rd ","Cherry Valley, NY 13320-3106 | Map","Phone: (607) 731-6454","www.redshedbrewing.com",2018-10-30
"Red Shedman Farm Brewery","Type: Micro","13601 Glissans Mill Rd ","Mount Airy, MD 21771-8507 | Map","Phone: (301) 831-5889","www.redshedman.com",2018-10-30
"Red Silo Brewing Co","Type: Micro","118 W 1st St ","Cookeville, TN 38501-2490 | Map","Phone: (931) 651-2333","www.redsilo.beer",2018-10-30
"Red Swing Brewhouse","Type: Planning"," ",",  ","Phone: (303) 884-2471",NA,2018-10-30
"Red Tandem Brewery","Type: Micro","1009 Harbor Blvd ","Oxnard, CA 93035-1131 | Map","Phone: (805) 832-4023","www.redtandembrewery.com",2018-10-30
"Red Tank Brewing","Type: Micro","77 Monmouth St ","Red Bank, NJ 07701 | Map","Phone: (732) 865-9500","www.redtankbrewing.com",2018-10-30
"Red Truck Beer Company","Type: Planning"," ","Denver, CO 80216-3612",NA,NA,2018-10-30
"Red Truck Beer Company Ltd.","Type: Micro","1020 E Lincoln Ave ","Fort Collins, CO 80524-2509 | Map","Phone: 604-682-4733",NA,2018-10-30
"Red Wing Brewing Company","Type: Brewpub","1411 Old West Main St ","Red Wing, MN 55066-2162 | Map","Phone: (651) 327-2200","www.redwingbrewing.com",2018-10-30
"Redbeard Brewing Co","Type: Micro","120 S Lewis St ","Staunton, VA 24401-4256 | Map","Phone: (540) 430-3532","redbeardbrews.com",2018-10-30
"Redemption Alewerks","Type: Brewpub","7035 E 96th St Ste K ","Indianapolis, IN 46250-3303 | Map","Phone: (317) 348-3330","www.redemptionalewerks.com",2018-10-30
"Redemption Rock Brewing Co","Type: Planning"," ","Worcester, MA 01604","Phone: (978) 660-5526","www.redemptionrock.beer",2018-10-30
"Redgarden Brewery","Type: Brewpub","1700 Dogwood St ","Louisville, CO 80027-1102 | Map","Phone: (303) 619-9601","www.redgardenbrewery.com",2018-10-30
"Redhook Brewery","Type: Regional","714 E Pike St ","Seattle, WA 98122-4697 | Map","Phone: (425) 483-3232","www.redhook.com",2018-10-30
"Redifer Brewing Co","Type: Micro","123 E Yakima Ave ","Yakima, WA 98901-2696 | Map","Phone: (509) 424-3400","www.rediferbrewing.com",2018-10-30
"Redlight Redlight Beer Parlour and Brewery","Type: Micro","2810 Corrine Dr ","Orlando, FL 32803-2226 | Map","Phone: (407) 893-9832","www.redlightredlightbeerparlour.com",2018-10-30
"Redline Brewing Company","Type: Micro","5470 Lapeer Rd ","Burton, MI 48509-2235 | Map","Phone: (810) 259-2009","redlinebrewingcompany.com",2018-10-30
"Redwood Brewing Co","Type: Brewpub","5304 Gateway Ctr ","Flint, MI 48507-3930 | Map","Phone: (810) 233-8000","www.redwoodbrewingco.com",2018-10-30
"Redwood Curtain Brewing Co","Type: Micro","550 S G St Ste 6 ","Arcata, CA 95521-6683 | Map","Phone: (707) 826-7222","www.redwoodcurtainbrewing.com",2018-10-30
"Reed City Brewing Company","Type: Brewpub","141 W Upton Ave ","Reed City, MI 49677-1129 | Map","Phone: (231) 465-4222",NA,2018-10-30
"Reel Brew Co.","Type: Contract"," 7037 Laurel Canyon Boulevard ","Los Angeles, CA 91605 | Map",NA,NA,2018-10-30
"Refined Ale Brewery","Type: Micro","2221 S Cedar St ","Little Rock, AR 72204-5452 | Map","Phone: (501) 280-0556","www.refinedale.com",2018-10-30
"Reformation Brewery","Type: Micro","105 Elm St ","Woodstock, GA 30188-6842 | Map","Phone: (678) 341-0828","www.reformationbrewery.com",2018-10-30
"Refuge Brewery, Inc.","Type: Micro","43040 Rancho Way Ste 200 ","Temecula, CA 92590-5400 | Map","Phone: (951) 506-0609","www.refugebrew.com",2018-10-30
"Regulator Brewing Company","Type: Micro"," ","Hillsbourough, NC ","Phone: (919) 589-2739","www.regulatorbrewing.com",2018-10-30
"Reifenberg Brewing","Type: Planning"," ",",  ",NA,"Reifenbergbrewing.com",2018-10-30
"Reinvention Brewing Co.","Type: Micro","9 N Main St PO Box 57","Manchester, NY 14504-9713 | Map","Phone: (585) 289-7309","www.reinventionbrewing.com",2018-10-30
"Rek-Lis Brewing Company","Type: Micro","2085 Main St ","Bethlehem, NH 03574 | Map","Phone: (603) 370-1932",NA,2018-10-30
"Relentless Brewing Co","Type: Micro","42030 Avenida Alvarado Ste F ","Temecula, CA 92590-3404 | Map","Phone: (951) 296-9400","www.relentlessbrewing.com",2018-10-30
"Relic Brewing","Type: Micro","95 Whiting St Unit B ","Plainville, CT 06062-2842 | Map",NA,NA,2018-10-30
"Remnant Brewing","Type: Micro","2 Bow Market Way ","Somerville, MA 02143 | Map",NA,"www.remnantsomerville.com",2018-10-30
"Renaissance Brewing Co","Type: Micro","1147 S Lewis Ave ","Tulsa, OK 74104-3905 | Map","Phone: (918) 409-0551","www.renaissancebeer.com",2018-10-30
"Rendezvous Junction Brewing Company","Type: Micro","2001 S Bellview Rd Ste 2 ","Rogers, AR 72758-4050 | Map","Phone: (479) 381-7501","www.rendezvousjunction.com",2018-10-30
"Renegade Brewing Company","Type: Micro","925 W 9th Ave ","Denver, CO 80204-4338 | Map","Phone: (303) 534-5407","renegadebrewing.com",2018-10-30
"Renegade Brewing Company - Production","Type: Micro","918 W 1st Ave ","Denver, CO 80223-1534 | Map","Phone: (720) 401-4089","www.renegadebrewing.com",2018-10-30
"Reno Brewery","Type: Planning"," ","Reno, NV 89502-1807","Phone: (775) 636-0014","www.renobrewery.com",2018-10-30
"Rentsch Brewery","Type: Micro","2500 NE Inner Loop Unit 3105 ","Georgetown, TX 78626-4444 | Map","Phone: (512) 688-5046","www.rentschbrewery.com",2018-10-30
"Republic Brewing Co","Type: Brewpub","PO Box 96 ","Republic, WA 99166-0096 | Map",NA,NA,2018-10-30
"Rescue Brewing Co","Type: Micro","167 N 2nd Ave ","Upland, CA 91786-6019 | Map","Phone: (909) 536-2739","www.rescuebrewingco.com",2018-10-30
"Resident Brewing","Type: Micro","411 C St ","San Diego, CA 92101-5105 | Map","Phone: (619) 717-6622","www.residentbrewing.com",2018-10-30
"Resident Culture Brewing Company","Type: Micro","2101 Central Ave ","Charlotte, NC 28205-5203 | Map","Phone: (704) 333-1862","www.residentculturebrewing.com",2018-10-30
"Resignation Brewery","Type: Contract","98 San Jacinto Blvd Ste 160 ","Austin, TX 78701-4640 | Map","Phone: (425) 483-3232","www.kccobrewery.com",2018-10-30
"Resolute Brewing Company","Type: Micro","7286 S Yosemite St Ste 110 ","Centennial, CO 80112-2204 | Map","Phone: (720) 722-1238","www.resolutebrewingco.com",2018-10-30
"Resolution Brewing Company","Type: Brewpub","3024 Mountain View Dr Ste 105 ","Anchorage, AK 99501-3141 | Map","Phone: (907) 330-4523","www.resolutionbeer.com",2018-10-30
"Resolution Brewing Compnay, LLC","Type: Micro","3024 Mountain View Drive ","Anchorage, AK 99501 | Map","Phone: (907) 748-5297","www.resolutionbeer.com",2018-10-30
"Resonate Brewery + Pizzeria","Type: Brewpub","5606 119th Ave SE ","Bellevue, WA 98006-3754 | Map","Phone: (425) 644-3164","www.resonatebrewery.com",2018-10-30
"Restless Moons Brewing","Type: Micro","120 W Wolfe St ","Harrisonburg, VA 22802-3815 | Map","Phone: (540) 217-2726","www.restlessmoons.com",2018-10-30
"Restoration Brew Worx","Type: Brewpub","25 N Sandusky St ","Delaware, OH 43015-1901 | Map",NA,"www.restorationbrewworx.com",2018-10-30
"Resurgence Brewing Company","Type: Brewpub","1250 Niagara St ","Buffalo, NY 14213-1502 | Map","Phone: (716) 381-9868","www.resurgencebrewing.com",2018-10-30
"Reuben's Brews","Type: Micro","1133 NW 51st St ","Seattle, WA 98107-5126 | Map","Phone: (206) 784-2859","www.reubensbrews.com",2018-10-30
"Reuben's Brews Taproom","Type: Micro","5010 14th Ave NW ","Seattle, WA 98107-5113 | Map","Phone: (206) 784-2859","www.reubensbrews.com",2018-10-30
"ReUnion Brewery","Type: Brewpub","516 2nd St ","Coralville, IA 52241-2614 | Map","Phone: (319) 337-3000","www.reunionbrewery.com",2018-10-30
"REV Brewing Co","Type: Micro","1580 W San Bernardino Rd Ste H ","Covina, CA 91722-3457 | Map","Phone: (626) 388-9949","www.revwineryandbrewingco.com",2018-10-30
"Reve Brewing","Type: Micro","1237 Mayport Rd ","Atlantic Beach, FL 32233 | Map",NA,"www.revebrewing.com",2018-10-30
"Revel Urban Winery / Revel OTR","Type: Brewpub","111 E 12th St ","Cincinnati, OH 45202 | Map","Phone: (513) 579-9463","www.revelotr.com",2018-10-30
"Revelation Ale Works","Type: Micro","146 S Atlantic Ave ","Hallock, MN 56728 | Map","Phone: (218) 510-0001","www.revales.com",2018-10-30
"Revelation Craft Brewing Co","Type: Micro","19841 Central Ave ","Rehoboth Beach, DE 19971-1112 | Map","Phone: (302) 212-5674","Www.revbeer.com",2018-10-30
"Revelry Brewing Co.","Type: Micro","10 Conroy St ","Charleston, SC 29403-3815 | Map","Phone: (843) 203-6194","www.revelrybrewingco.com",2018-10-30
"Reverie Brewing Company","Type: Planning"," ","Newtown, CT 06470",NA,"reveriebrewing.com",2018-10-30
"Revision Brewing Company","Type: Micro","380 S Rock Blvd ","Sparks, NV 89431-5545 | Map","Phone: (775) 331-2739","www.revisionbrewing.com",2018-10-30
"Revival Brewing","Type: Proprietor","505 Atwood Ave ","Cranston, RI 02920-5327 | Map","Phone: (401) 372-7009","www.revivalbrewing.com",2018-10-30
"Revolution Brewing","Type: Regional","3340 N Kedzie Ave ","Chicago, IL 60618-5722 | Map","Phone: (773) 588-2267","www.revbrew.com",2018-10-30
"Revolution Brewing - Brewpub","Type: Brewpub","2323 N Milwaukee Ave ","Chicago, IL 60647-2924 | Map","Phone: (773) 227-2739","www.revbrew.com",2018-10-30
"Revolver Brewing","Type: Large","5650 Matlock Rd ","Granbury, TX 76049-5347 | Map","Phone: 817-736-8034","www.revolverbrewing.com",2018-10-30
"RG Brewery / Five Sons Winery","Type: Micro","1360 W Sweden Rd ","Brockport, NY 14420- | Map","Phone: (585) 391-3569","www.rgbrewery.com",2018-10-30
"Rhinegeist Brewery","Type: Planning"," ","Cincinnati, OH 45225",NA,NA,2018-10-30
"Rhinegeist Brewery","Type: Regional","1910 Elm St ","Cincinnati, OH 45202-7751 | Map","Phone: (513) 381-1356","www.rhinegeist.com",2018-10-30
"Rhinelander Brewing Co","Type: Contract","59 S Brown St ","Rhinelander, WI 54501-3450 | Map","Phone: (715) 550-2337","www.rhinelanderbrewery.com",2018-10-30
"Rhombus Guys Brewing Co","Type: Brewpub","116 S 3rd St ","Grand Forks, ND 58201-4784 | Map","Phone: (701) 757-0598","www.rhombusguysbrewing.com",2018-10-30
"Rhythm River Brewing Company","Type: Planning"," ","Longmont, CO 80504-2226",NA,"www.rhythmriverbrewing.com",2018-10-30
"Richbrau Brewing Company","Type: Planning"," ","Glen Allen, VA 23060-6444",NA,"www.richbraubrewing.com",2018-10-30
"Richter Aleworks","Type: Micro","8279 W Lake Pleasant Pkwy Ste 110 ","Peoria, AZ 85382-7434 | Map","Phone: (602) 908-6553","www.richteraleworks.com",2018-10-30
"Rickety Cricket Brewing","Type: Brewpub","312 E Beale St ","Kingman, AZ 86401-5832 | Map","Phone: (928) 753-2337","www.ricketycricketbrewing.com",2018-10-30
"Ridge Runner Brewing LLC","Type: Planning"," ","Wauseon, OH 43567-9294",NA,NA,2018-10-30
"Ridgewalker Brewing","Type: Brewpub","1921 21st Ave ","Forest Grove, OR 97116-1637 | Map","Phone: (503) 867-1634",NA,2018-10-30
"Riepstines Pub","Type: Brewpub","913 Arch St ","Williamsport, PA 17701-5630 | Map","Phone: (570) 329-2739","www.riepstinespub.com",2018-10-30
"Riff Raff Brewing","Type: Brewpub","274 Pagosa St ","Pagosa Springs, CO 81147 | Map","Phone: (970) 264-4677","www.riffraffbrewing.com",2018-10-30
"Riggs Beer Company","Type: Micro","1901 S High Cross Rd ","Urbana, IL 61802-7843 | Map","Phone: (217) 718-5345","www.riggsbeer.com",2018-10-30
"Right Around The Corner","Type: Micro","2244 Central Ave ","Saint Petersburg, FL 33712 | Map","Phone: (727) 331-9395",NA,2018-10-30
"Right Brain Brewery","Type: Micro","225 E Sixteenth St Ste A ","Traverse City, MI 49684-4190 | Map","Phone: (231) 944-1239","www.rightbrainbrewery.com",2018-10-30
"Right Eye Brewing Co","Type: Micro","301 Spring St ","Suisun City, CA 94585 | Map","Phone: (707) 416-1347","www.righteyebrewing.com",2018-10-30
"Right Jack Brewing Company","Type: Planning"," ",",  ","Phone: (832) 457-2554",NA,2018-10-30
"Right Mind Brewing","Type: Brewpub","1410 S Main St ","Blacksburg, VA 24060-5528 | Map","Phone: (540) 552-7000","www.rightmindbrewing.com",2018-10-30
"Right Proper Brewing Company","Type: Micro","920 Girard St NE ","Washington, DC 20017-3424 | Map","Phone: (202) 607-2337","www.rightproperbrewing.com",2018-10-30
"Right Proper Brewing Company","Type: Brewpub","624 T St NW ","Washington, DC 20001-5119 | Map","Phone: (202) 607-2337","www.rightproperbrewery.com",2018-10-30
"Right Turn, Clyde Brewing Company","Type: Micro","300 Main St ","Narrows, VA 24124-1317 | Map","Phone: (540) 921-7283","www.rtcbrewing.com",2018-10-30
"Riip Beer Company","Type: Micro","17214 PACIFIC COAST HWY ","Huntington Beach, CA 92649-4116 | Map","Phone: (714) 248-6710","www.riipbeer.com",2018-10-30
"Riley's Brew Pub","Type: Brewpub","2674 Owens Mountain Pkwy ","Clovis, CA 93611 | Map","Phone: (559) 862-2925","rileysbrew.pub",2018-10-30
"Riley's Brewing Co","Type: Micro","28777 Avenue 15 1/2 ","Madera, CA 93638 | Map","Phone: (559) 673-8021","www.rileysbrewing.us",2018-10-30
"Rincon Brewery","Type: Brewpub","5065 Carpinteria Ave ","Carpinteria, CA 93013-2046 | Map","Phone: (805) 684-6044","www.rinconbrewery.com",2018-10-30
"Rinn Duin Brewing","Type: Micro","1540 Route 37 W ","Toms River, NJ 08755-5055 | Map","Phone: (732) 569-3261","www.rinnduinbrewing.com",2018-10-30
"Rio Bravo Brewing Company","Type: Brewpub","1912 2nd Street NW ","Albuquerque, NM 87102 | Map","Phone: (505) 900-3909","www.riobravobrewing.com",2018-10-30
"Rip Current Brewery","Type: Micro","1325 Grand Ave Ste 100 ","San Marcos, CA 92078-2451 | Map","Phone: (760) 481-3141","www.ripcurrentbrewing.com",2018-10-30
"Rip Current Brewing North Park","Type: Brewpub","4101 30th St ","San Diego, CA 92104-1905 | Map","Phone: (760) 481-3141","www.ripcurrentbrewing.com",2018-10-30
"Rip Rap Brewing Company","Type: Micro","116 E 25th St ","Norfolk, VA 23517-1408 | Map",NA,"www.riprapbrewing.com",2018-10-30
"Rip Van Winkle Brewing Co.","Type: Brewpub","4545 Route 32 ","Catskill, NY 12414-6623 | Map","Phone: (518) 678-9275","www.ripvanwinklebrewingco.com",2018-10-30
"Rippon Brewing Company","Type: Planning"," ","Rippon, WV 25441","Phone: (304) 839-2263","www.ripponbrewing.com",2018-10-30
"Riptide Brewing Company","Type: Micro","987 3rd Ave N ","Naples, FL 34102-5810 | Map","Phone: (239) 228-6533","www.riptidebrewingcompany.com",2018-10-30
"Rising Silo Brewery","Type: Brewpub","2351 Glade Rd ","Blacksburg, VA 24060-1928 | Map","Phone: (540) 750-0796","www.risingsilobrewery.com",2018-10-30
"Rising Tide Brewing Co","Type: Micro","103 Fox St ","Portland, ME 04101-2539 | Map","Phone: (207) 370-2337","www.risingtidebrewing.com",2018-10-30
"Ritt Brewing Company","Type: Planning"," ","Chicago, IL 60634-2319","Phone: (847) 561-8203",NA,2018-10-30
"Ritter Brewing Company LLC","Type: Micro","449 Gino Merli Dr ","Peckville, PA 18452-1631 | Map",NA,"www.Ritterbrewing.com",2018-10-30
"Ritual Brewing Co","Type: Micro","1315 Research Dr ","Redlands, CA 92374-4583 | Map","Phone: (909) 478-7800","www.ritualbrewing.com",2018-10-30
"Rivals Brewing Company","Type: Planning"," ","Middleburg Heights, OH 44130","Phone: (330) 631-6700","https://www.facebook.com/RivalsBrewingCo/",2018-10-30
"Rivals Sports Grille","Type: Contract","6710 Smith Rd ","Middleburg Heights, OH 44130-2656 | Map","Phone: (216) 267-0005","www.rivalscleveland.com",2018-10-30
"River Barge Brewing","Type: Brewpub","71 Grovedale Ln ","Wyalusing, PA 18853-7854 | Map","Phone: (570) 746-1400","www.riverbargebrewing.com",2018-10-30
"River Bend Brewing","Type: Micro","113 River Bend Rd ","Hailey, ID 83333- | Map","Phone: (208) 788-8087",NA,2018-10-30
"River Bend Hop Farm And Brewery","Type: Micro","1800 Lower Bailey Rd ","Newport, PA 17074-7622 | Map","Phone: (717) 315-6764","www.riverbendhopfarmandbrewery.com",2018-10-30
"River Bluff Brewing","Type: Micro","1224 Frederick Ave ","Saint Joseph, MO 64501-2334 | Map","Phone: (816) 259-5339",NA,2018-10-30
"River Bottoms Brewing Company","Type: Brewpub","12 W Benton St ","Carrollton, MO 64633 | Map","Phone: (660) 322-6110","www.riverbottomsbrewing.com",2018-10-30
"River City Brewing","Type: Micro","121 S Cedar St ","Spokane, WA 99201-6500 | Map","Phone: (904) 398-2299","www.rivercitybrew.com",2018-10-30
"River City Brewing Co","Type: Brewpub","545 Downtown Plz Ste 1115 ","Sacramento, CA 95814-3338 | Map","Phone: (916) 550-5093","www.rivercitybrewing.net",2018-10-30
"River City Brewing Co","Type: Brewpub","150 N Mosley St ","Wichita, KS 67202-2804 | Map","Phone: (316) 263-2739","rivercitybrewingco.com",2018-10-30
"River City Brewing Co","Type: Brewpub","835 Museum Cir ","Jacksonville, FL 32207-9003 | Map","Phone: (904) 398-2299","www.rivercitybrewing.com",2018-10-30
"River Company Restaurant & Brewery Inc, The","Type: Brewpub","6633 Viscoe Rd ","Fairlawn, VA 24141-6903 | Map","Phone: (540) 633-3940","www.therivercompanybrewery.com",2018-10-30
"River Dog Brewing Co","Type: Micro","591 Browns Cove Rd Unit H ","Ridgeland, SC 29936-7281 | Map","Phone: (843) 645-2302","www.riverdogbrewing.com",2018-10-30
"River Hawk Brewing","Type: Micro","24735 W Eames St ","Channahon, IL 60410-8705 | Map","Phone: (815) 255-2202","www.riverhawkbrewing.com",2018-10-30
"River Horse Brewing Company","Type: Micro","2 Graphics Dr ","Ewing, NJ 08628-1546 | Map","Phone: (609) 883-0890","www.riverhorse.com",2018-10-30
"River Mile 38 Brewing Co","Type: Micro","285 3rd St ","Cathlamet, WA 98612-9561 | Map","Phone: (360) 355-4662","www.rivermile38.com",2018-10-30
"River North Brewery","Type: Micro","6021 Washington St Unit A ","Denver, CO 80216-1153 | Map","Phone: (785) 865-6057","www.rivernorthbrewery.com",2018-10-30
"River North Brewery - RiNo","Type: Planning"," ","Denver, CO 80205-2440","Phone: (785) 865-6057","www.rivernorthbrewery.com",2018-10-30
"River of No Return Brewing Co","Type: Brewpub","810 S Hwy 93 ","Challis, ID 83226 | Map","Phone: (208) 879-7667",NA,2018-10-30
"River Rat Brewery","Type: Brewpub","1231 Shop Rd ","Columbia, SC 29201-4744 | Map","Phone: (803) 724-5712","www.riverratbrewery.com",2018-10-30
"River Ridge Brewing","Type: Micro","118 N Riverview St ","Bellevue, IA 52031-1248 | Map","Phone: (563) 231-0299","www.riverridgebrewing.com",2018-10-30
"River Rock Brewery","Type: Micro","807 C St ","Galt, CA 95632-1706 | Map","Phone: (209) 331-6071","riverrockbrewery.com",2018-10-30
"River Roost Brewery","Type: Micro","230 S Main St ","White River Junction, VT 05001-7204 | Map",NA,"www.riverroostbrewery.com",2018-10-30
"River Rouge Brewing Company","Type: Micro","406 E 4th St ","Royal Oak, MI 48067-2757 | Map","Phone: (248) 802-0555","www.riverrougebrew.com",2018-10-30
"River Styx Brewing","Type: Micro","166 Boulder Dr Ste 112 ","Fitchburg, MA 01420-3168 | Map","Phone: (978) 696-5176","www.riverstyxbrewing.com",2018-10-30
"River Time Brewing","Type: Brewpub","660 Emens Ave N ","Darrington, WA 98241 | Map","Phone: (267) 483-7411","www.rivertimebrewing.com",2018-10-30
"River’s end brewing","Type: Planning"," ",",  ","Phone: (813) 767-7042",NA,2018-10-30
"RiverBend Brewing Pub","Type: Brewpub","2650 NE Division St ","Bend, OR 97703-3569 | Map","Phone: (541) 550-7550","www.riverbendbrewing.com",2018-10-30
"Riverlands Brewing Company","Type: Planning"," ","Saint Charles, IL 60174","Phone: (630) 414-6770","www.riverlandsbrewing.com",2018-10-30
"Rivermen Brewing Co","Type: Brewpub","52 Ervin St Ste C ","Belmont, NC 28012-3327 | Map","Phone: (704) 363-4698","www.rivermenbrewingcompany.com",2018-10-30
"Riverport Brewing Co","Type: Micro","150 9th St Ste B ","Clarkston, WA 99403-1856 | Map","Phone: (509) 758-8889","www.riverportbrewing.com",2018-10-30
"River's Edge Brewing Co","Type: Brewpub","125 S Main St Ste 400 ","Milford, MI 48381-1976 | Map","Phone: (248) 685-1625","www.riversedgebrew.com",2018-10-30
"Riverside Brewery &  Restaurant","Type: Brewpub","255 S Main St ","West Bend, WI 53095-3323 | Map","Phone: (262) 334-2739",NA,2018-10-30
"Rivertown Brewing Co - Monroe Barrel House","Type: Micro","6550 Hamilton Lebanon Rd ","Monroe, OH 45044-9285 | Map","Phone: (513) 360-7839","www.rivertownbrewery.com",2018-10-30
"Rivertowne Brewery - Production Facility","Type: Micro","5578 Old William Penn Hwy ","Export, PA 15632-9303 | Map","Phone: (724) 519-2145","www.myrivertowne.com",2018-10-30
"Rivertowne Pour House","Type: Micro","312 Center Rd ","Monroeville, PA 15146-1322 | Map","Phone: (412) 372-8199","www.myrivertowne.com",2018-10-30
"Riverwalk Brewing Co.","Type: Micro","40 Parker St ","Newburyport, MA 01950-4056 | Map","Phone: (978) 499-2337","www.riverwalkbrewing.com",2018-10-30
"Riverwatch Brewery","Type: Micro","1150 5th St Bldg 61 ","Augusta, GA 30901-5861 | Map","Phone: (706) 421-7177","www.riverwatchbrewery.com",2018-10-30
"RJ Rockers Brewing Co","Type: Micro","226 W Main St Ste A ","Spartanburg, SC 29306-2308 | Map","Phone: (864) 587-1435","www.rjrockers.com",2018-10-30
"Roadhouse Brewing Company","Type: Micro","1225 Gregory Ln ","Jackson, WY 83001-9433 | Map","Phone: (307) 264-1900","www.roadhousebrewery.com",2018-10-30
"Roadhouse Pub and Eatery","Type: Planning"," ","Jackson Hole, WY 83001-8630","Phone: (307) 739-0700","www.roadhousebrewery.com",2018-10-30
"Roadmap Brewing Co","Type: Micro","723 N Alamo St ","San Antonio, TX 78215-1812 | Map",NA,"www.roadmapbrewing.com",2018-10-30
"Roadrunner Abbey Brewing","Type: Planning"," ","Chandler, AZ 85249-4724","Phone: (480) 570-8283",NA,2018-10-30
"Roak Brewing Co.","Type: Micro","330 E Lincoln Ave ","Royal Oak, MI 48067-2700 | Map","Phone: (248) 268-8780","www.roakbrewing.com",2018-10-30
"Roaring Fork Beer Company","Type: Proprietor","1941 Dolores Way ","Carbondale, CO 81623-2235 | Map","Phone: (970) 510-5934","www.roaringforkbeerco.com",2018-10-30
"Roaring Table Brewing","Type: Micro","739 W IL 22 ","Lake Zurich, IL 60047 | Map","Phone: (224) 662-4562","www.roaringtable.com",2018-10-30
"Robin Hood Brewing Co","Type: Brewpub"," ","Bellefonte, PA 16823","Phone: (814) 357-8399","www.robinhoodbrewingco.com",2018-10-30
"Robot Brewing Company","Type: Planning"," ",",  ","Phone: (941) 763-4318","http://robotbrewingco.com",2018-10-30
"Roc Brewing Co","Type: Brewpub","56 S Union St ","Rochester, NY 14607-1839 | Map","Phone: (585) 794-9798","www.rocbrewingco.com",2018-10-30
"Rochester Brewing and Roasting Company","Type: Planning"," ","Kansas City, MO 64108",NA,NA,2018-10-30
"Rochester Mills Beer Co","Type: Brewpub","400 Water St Ste 101 ","Rochester, MI 48307-2089 | Map","Phone: (248) 650-5080","www.beercos.com",2018-10-30
"Rochester Mills Production Brewery","Type: Micro","3275 Lapeer W Rd ","Auburn Hills, MI 48326-1723 | Map","Phone: (248) 377-3130","www.beercos.com",2018-10-30
"Rock & Run Brewery","Type: Brewpub","110 E Kansas St ","Liberty, MO 64068-2374 | Map","Phone: (816) 415-2337","www.rockandrunbrewery.com",2018-10-30
"Rock Art Brewery","Type: Micro","632 Laporte Rd ","Morrisville, VT 05661-8322 | Map","Phone: (802) 888-9400","www.rockartbrewery.com",2018-10-30
"Rock Bottom Brewery","Type: Brewpub","1864 Victory Cir Bldg K ","Daytona Beach, FL 32114 | Map","Phone: (386) 516-8322",NA,2018-10-30
"Rock Bottom Brewery - Arrowhead","Type: Brewpub","7640 W Bell Rd ","Glendale, AZ 85308-8619 | Map","Phone: (623) 878-8822","www.rockbottom.com",2018-10-30
"Rock Bottom Brewery - Bethesda","Type: Brewpub","7900 Norfolk Ave ","Bethesda, MD 20814-2502 | Map","Phone: (301) 652-1311","www.rockbottom.com",2018-10-30
"Rock Bottom Brewery - Centerra Promenade","Type: Brewpub","6025 Sky Pond Dr ","Loveland, CO 80538-9013 | Map","Phone: (970) 622-2077","www.rockbottom.com",2018-10-30
"Rock Bottom Brewery - Chicago","Type: Brewpub","1 W Grand Ave ","Chicago, IL 60654-4806 | Map","Phone: (312) 755-9339","www.rockbottom.com",2018-10-30
"Rock Bottom Brewery - Cincinnati","Type: Brewpub","10 Fountain Square Plz ","Cincinnati, OH 45202-3102 | Map","Phone: (513) 621-1588","www.rockbottom.com",2018-10-30
"Rock Bottom Brewery - Colorado Springs","Type: Brewpub","3316 Cinema Point Dr ","Colorado Springs, CO 80922 | Map","Phone: (719) 550-3586","www.rockbottom.com",2018-10-30
"Rock Bottom Brewery - Denver","Type: Brewpub","1001 16th St Ste 100 ","Denver, CO 80265-0100 | Map","Phone: (303) 534-7616","www.rockbottom.com",2018-10-30
"Rock Bottom Brewery - Englewood","Type: Brewpub","9627 E County Line Rd ","Englewood, CO 80112-3502 | Map","Phone: (303) 792-9090","www.rockbottom.com",2018-10-30
"Rock Bottom Brewery - Highlands Ranch","Type: Brewpub","1505 Park Central Dr ","Highlands Ranch, CO 80129-6686 | Map",NA,NA,2018-10-30
"Rock Bottom Brewery - Indianapolis","Type: Brewpub","10 W Washington St ","Indianapolis, IN 46204-3402 | Map","Phone: (317) 681-8180","www.rockbottom.com",2018-10-30
"Rock Bottom Brewery - La Jolla","Type: Brewpub","8980 Villa La Jolla Dr ","La Jolla, CA 92037-1701 | Map","Phone: (858) 450-9277","www.rockbottom.com",2018-10-30
"Rock Bottom Brewery - Long Beach","Type: Brewpub","1 Pine Ave ","Long Beach, CA 90802-4759 | Map","Phone: (562) 308-2255","www.rockbottom.com",2018-10-30
