"full_string","pull_date"
"
						Van Der Brew Winthrop, ME 04364-1253Phone: (207) 441-1102Type: Planning",2018-08-20
"
						Vander Mill505 Ball Ave NE Grand Rapids, MI 49503-2011 | MapPhone: (616) 259-8828Type: Brewpubwww.vandermill.com",2018-08-20
"
						Vanessa House Beer Company520 N Meridian Ave Oklahoma City, OK 73107-5723 | MapPhone: (405) 816-4870Type: Microwww.vanessahousebeerco.com",2018-08-20
"
						Vanguard Brewing Company27501 SW 95th Ave Ste 945 Wilsonville, OR 97070-5705 | MapPhone: (503) 929-3774Type: Microwww.vanguardbrewing.com",2018-08-20
"
						Vanish Farmwoods Brewery42245  Black Hops Ln Leesburg, VA 20176-5498 | MapPhone: (703) 779-7407Type: Brewpubvanishbeer.com",2018-08-20
"
						Vanished Valley Brewing Company782 Center Street  Ludlow , MA 01056 | MapPhone: (413) 271-0503Type: Microwww.vanishedvalley.com",2018-08-20
"
						VanMax Brewing Company LLC103 N Phelps St Decatur, MI 49045-1008 | MapPhone: (269) 217-1720Type: Microwww.vanmaxbrewing.com",2018-08-20
"
						Vanport Brewing Company Portland, OR 97211-2907Phone: (503) 267-0219Type: Planning",2018-08-20
"
						Variant Brewing Company66 Norcross St Roswell, GA 30075-3866 | MapPhone: (678) 242-8189Type: Micro",2018-08-20
"
						Varietal Beer Company416 E Edison Ave Sunnyside, WA 98944-1459 | MapPhone: (509) 307-4622Type: Microwww.varietalbeer.com",2018-08-20
"
						Vasen Brewing Company3331 Moore St Richmond, VA 23230-4423 | MapPhone: (804) 588-5678Type: Microwww.vasenbrewing.com",2018-08-20
"
						Vashon Brewing Co Vashon, WA 98070-5900Type: Microwww.vashonbrewingco.com",2018-08-20
"
						Vault Brewing Co10 S Main St Morrisville, PA 19067-1511 | MapPhone: (267) 573-4291Type: Brewpubwww.vaultbrewing.com",2018-08-20
"
						Vecino Brewing300 E Main St Carrboro, NC 27510-2359 | MapPhone: (919) 649-5101Type: Brewpubwww.vecinobrewing.com",2018-08-20
"
						Vector Brewing Dallas, TX Type: Planningwww.vectorbrewing.com",2018-08-20
"
						Velveteen Brewing Co Mamaroneck, NY 10543-4719Type: Planning",2018-08-20
"
						Venice Ale House Brewing Co2 Rose Ave Venice, CA 90291-2411 | MapPhone: (310) 314-8253Type: Contractwww.venicealehouse.com",2018-08-20
"
						Venice Duck Brewery Venice, CA 90291-3833Phone: (310) 383-4927Type: Contractwww.veniceduckbrewery.com",2018-08-20
"
						Venn Brewing Company3550 E 46th St Suite 140 Minneapolis, MN 55406-3965 | MapType: Microwww.vennbrewing.com",2018-08-20
"
						Vennture Brew Co5519 W North Ave Milwaukee, WI 53208 | MapPhone: (414) 856-4321Type: Microwww.vennturebrewco.com",2018-08-20
"
						Ventura Coast Brewing Company76 S Oak St Ventura, CA 93001-2702 | MapPhone: (805) 667-8640Type: Microwww.vcbc.beer",2018-08-20
"
						Veracious Brewing Company246 Main St Monroe, CT 06468-1171 | MapPhone: (203) 880-5670Type: Microwww.veraciousbrewing.com",2018-08-20
"
						Verboten Brewing127 E 5th St Loveland, CO 80537-5503 | MapPhone: (970) 775-7371Type: Microwww.verbotenbrewing.com",2018-08-20
"
						Verde Brewing Company724 Industrial Dr Unit 7A Camp Verde, AZ 86322 | MapPhone: (928) 567-8626Type: Microwww.verdebrewing.com",2018-08-20
"
						Verdugo West Brewing Company156 W Verdugo Ave Burbank, CA 91502-2132 | MapPhone: (818) 841-5040Type: Microwww.verdugowestbrewing.com",2018-08-20
"
						Vermont Pub and Brewery144 College St Burlington, VT 05401-8416 | MapPhone: (802) 865-0500Type: Brewpubwww.vermontbrewery.com",2018-08-20
"
						Vernal Brewing Company510 E Main St Vernal, UT 84078-2700 | MapPhone: (435) 781-2337Type: Microwww.vernalbrewingcompany.com",2018-08-20
"
						Vertigo Brewing21420 NW Nicholas Ct Ste D-7 Hillsboro, OR 97124-6633 | MapPhone: (503) 645-6644Type: Microwww.vertigobrew.com",2018-08-20
"
						Very Nice Brewing Co20 Lakeview Drive Unit 112 Nederland, CO 80466 | MapPhone: (303) 258-3770Type: Microwww.verynicebrewing.com",2018-08-20
"
						Vessel Ales & Taphouse19405 144th Ave NE Bldg D Woodinville, WA 98072-6485 | MapPhone: (206) 629-5024Type: Microwww.vesselwines.com",2018-08-20
"
						Veteran Beer Co / Veteran Beverage Company320 W Ohio St Ste 501 Chicago, IL 60654-7816 | MapPhone: (619) 249-8081Type: Proprietorwww.veteranbeercompany.com",2018-08-20
"
						Veteran Brewhouse829 CR 801 Ashland, OH 44805 | MapPhone: (419) 606-4014Type: Microwww.veteranbrewhouse.com",2018-08-20
"
						Veteran Brothers Brewing Company21 N Parish Ave Johnstown, CO 80534 | MapPhone: (970) 587-6786Type: Brewpubhttps://www.facebook.com/veteranbrothersbrew",2018-08-20
"
						Veterans United Craft Brewery8999 Western Way Ste 104 Jacksonville, FL 32256 | MapPhone: (904) 253-3326Type: Microwww.vubrew.com",2018-08-20
"
						Veza Sur Brewing Co55 NW 25th St Miami, FL 33127-4415 | MapType: LargeGreater than 25% ownership by Anheuser-Busch InBev.",2018-08-20
"
						Vibrant Shore Brewing Company Virginia Beach, VA 23451-2005Phone: (808) 280-5895Type: Planning",2018-08-20
"
						Vibrissa Beer ,  Phone: (202) 841-7774Type: Planningwww.vibrissabeer.com",2018-08-20
"
						Vice District Tap Room1454 S Michigan Ave Ste 1 Chicago, IL 60605-2811 | MapPhone: (312) 291-9022Type: Microwww.vicedistrictbrewing.com",2018-08-20
"
						Vicious Fishes Brewery219 Fish Dr Angier, NC 27501-6077 | MapPhone: (919) 639-3369Type: Microwww.viciousfishes.com",2018-08-20
"
						Victor 23 Craft Brewery2905 St Johns Blvd Vancouver, WA 98661-3718 | MapPhone: (360) 984-5413Type: Brewpubwww.Victor23.com",2018-08-20
"
						Victory Brewing Co650 W Cypress St Ste 1 Kennett Square, PA 19348-3059 | MapPhone: (484) 730-1870Type: Brewpubwww.victorybeer.comGreater than 25% ownership by Artisanal Brewing Ventures, which is a craft brewer.",2018-08-20
"
						Victory Brewing Co3127 Lower Valley Rd Parkesburg, PA 19365-9617 | MapPhone: (610) 873-0881Type: Regionalwww.victorybeer.comGreater than 25% ownership by Artisanal Brewing Ventures, which is a craft brewer.",2018-08-20
"
						Victory Brewing Co420 Acorn Ln Downingtown, PA 19335-3040 | MapPhone: (610) 873-0881Type: Regionalwww.victorybeer.comGreater than 25% ownership by Artisanal Brewing Ventures, which is a craft brewer.",2018-08-20
"
						Vierling Restaurant & Marquette Harbor Brewery119 S Front St Marquette, MI 49855-4642 | MapPhone: (906) 228-3533Type: Brewpubwww.thevierling.com",2018-08-20
"
						Viewpoint Brewing Co2201 San Dieguito Dr Ste F del Mar, CA 92014-2257 | MapPhone: (858) 356-9346Type: Brewpubwww.viewpointbrewing.com",2018-08-20
"
						Vikan Products Corporation ,  Phone: (404) 769-7707Type: Planning",2018-08-20
"
						Viking Brewpub211 E Main St Stoughton, WI 53589-1700 | MapPhone: 608-719-5041Type: Brewpub",2018-08-20
"
						Village Idiot Brewing Company42 High St Mount Holly, NJ 08060-1702 | MapPhone: (609) 975-9270Type: Microwww.villageidiotbrewing.com",2018-08-20
"
						Village Vintner Winery & Brewery2380 Esplanade Dr Ste 100 Algonquin, IL 60102-5450 | MapPhone: (847) 658-4900Type: Brewpubwww.thevillagevintner.com",2018-08-20
"
						Vine Park Brewing Co1254 7th St W Saint Paul, MN 55102-4123 | MapPhone: (651) 228-1355Type: Microwww.vinepark.com",2018-08-20
"
						Vine Street Pub & Brewery1700 Vine St Denver, CO 80206-1120 | MapPhone: (303) 388-2337Type: Brewpubwww.mountainsunpub.comGreater than 25% ownership by Mountain Sun Pub and Brewery, which is a craft brewer.",2018-08-20
"
						Vino's Pizza Pub Brewery923 W 7th St Little Rock, AR 72201-4005 | MapPhone: (501) 375-8466Type: Brewpubwww.vinosbrewpub.com",2018-08-20
"
						Vintage Brewing Co674 S Whitney Way Madison, WI 53711-1035 | MapPhone: (608) 204-2739Type: Brewpubwww.vintagebrewingco.com",2018-08-20
"
						Vintage Brewing Co600 Water Street Sauk City, WI 53583 | MapPhone: (608) 204-2739Type: BrewpubGreater than 25% ownership by Vintage Brewing Co, which is a craft brewer.",2018-08-20
"
						Vinyl Brewing Company, LLC300B 12th St Hammonton, NJ 08037- | MapPhone: 609-666-5460Type: Microwww.vinylbrewingnj.com",2018-08-20
"
						Virant Family Winery / Black Angus Brewery541 Atkins Rd Geneva, OH 44041 | MapPhone: (440) 466-6279Type: Microwww.virantfamilywinery.com",2018-08-20
"
						Virginia City Brewery & Taphouse62 North C Street Virginia City, NV 89440 | MapPhone: (775) 847-7064Type: Brewpubwww.virginiacitybreweryandtaphouse.comGreater than 25% ownership by Tonopah Brewing Co, which is a craft brewer.",2018-08-20
"
						Vis Major Brewing Co3501 Center St Omaha, NE 68105-2423 | MapPhone: 402-884-4082Type: Brewpubwww.vismajorbrewing.com",2018-08-20
"
						Vision Quest Brewing Company2510 47th St Ste A2 Boulder, CO 80301-2301 | MapPhone: (303) 898-6802Type: Microwww.visionquestbrewing.com",2018-08-20
"
						Vista Brewing13551 Ranch To Market Rd 150 Driftwood, TX 78619 | MapPhone: (512) 766-1842Type: Brewpubwww.vistabrewingtx.com",2018-08-20
"
						Vitamin Sea Brewing Hull, MA 02045-2907Phone: (781) 589-4569Type: Planning",2018-08-20
"
						Vivio's Food Detroit, MI 48207-4516Phone: (313) 393-1711Type: Planningwww.viviosdetroit.com",2018-08-20
"
						Volunteer Brewing Company120 W Main St Middletown, DE 19709-1040 | MapPhone: (302) 464-0822Type: Microwww.VolunteerBrewing.com",2018-08-20
"
						Von Ebert Brewing131 NW 13th Ave Portland, OR 97209-4110 | MapPhone: (503) 820-7721Type: Brewpubvonebertbrewing.com",2018-08-20
"
						Von Ebert Brewing Portland, OR 97230Type: PlanningGreater than 25% ownership by Von Ebert Brewing, which is a craft brewer.",2018-08-20
"
						Von Jakob Winery230 Illinois Hwy 127 Alto Pass, IL 62905 | MapPhone: (618) 893-4600Type: Brewpubwww.vonjakob.com",2018-08-20
"
						Von Scheidt Brewing Co157 2nd Ave W Twin Falls, ID 83301-6015 | MapPhone: (208) 329-9608Type: Brewpubwww.vonscheidtbrewing.com",2018-08-20
"
						Von Trapp Brewing1333 Luce Hill Rd Stowe, VT 05672 | MapPhone: (802) 253-5750Type: Microwww.trappfamily.com",2018-08-20
"
						VonSeitz TheoreticAles175 Hurricane Ridge Rd Smithville, TN 37166 | MapPhone: (615) 318-4008Type: Microwww.theoreticales.com",2018-08-20
"
						Voodoo Brewing Co215 1/2 Arch St Meadville, PA 16335-3432 | MapPhone: (814) 337-3676Type: Brewpubwww.voodoobrewery.com",2018-08-20
"
						Voodoo Brewing Production Facility834 Bessemer St Meadville, PA 16335 | MapPhone: (814) 333-9123Type: BrewpubGreater than 25% ownership by Voodoo Brewing Co, which is a craft brewer.",2018-08-20
"
						Vortex Alley Brewery220 E. Central Ave Ponca City, OK 74601 | MapPhone: (580) 304-4781Type: Micro",2018-08-20
"
						Voyageur Brewing Co233 W Hwy 61 Grand Marais, MN 55604 | MapPhone: (218) 387-3163Type: Brewpub",2018-08-20
"
						V's Restaurant and Brewpub3461 Main St Keokuk, IA 52632-2227 | MapPhone: (319) 313-8384Type: Brewpub",2018-08-20
"
						Vulgar Brewing Co ,  Phone: (214) 493-1199Type: Planningvulgarbrewing.com",2018-08-20
"
						Wabash Brewing5328 W 79th St Indianapolis, IN 46268-1631 | MapPhone: (317) 938-4458Type: Microwww.wabashbrew.com",2018-08-20
"
						Wabasha Brewing Company429 Wabasha St S Saint Paul, MN 55107-1126 | MapPhone: (651) 224-2102Type: Microwww.wabashabrewing.com",2018-08-20
"
						Wachusett Brewing Co175 State Rd E Westminster, MA 01473-1208 | MapPhone: (978) 874-9965Type: Regionalwww.wachusettbrew.com",2018-08-20
"
						Wacker Brewing Co417 W Grant St Lancaster, PA 17603 | MapPhone: (717) 617-2711Type: Microwww.wackerbrewing.com",2018-08-20
"
						Waco Ale Company ,  Phone: (713) 517-4865Type: Planning",2018-08-20
"
						Waconia Brewing Company255 W Main St Waconia, MN 55387-1025 | MapPhone: (612) 888-2739Type: Microwww.waconiabrewing.com",2018-08-20
"
						Waddell's Brewing Co.6501 N Cedar Rd Ste 1 Spokane, WA 99208-4571 | MapPhone: (509) 321-7818Type: Brewpubwww.waddellsbrewery.com",2018-08-20
"
						Wadsworth Brewing Company126 Main St Wadsworth, OH 44281-1432 | MapPhone: (330) 475-4935Type: Brewpubwww.wadsworthbrewingcompany.com",2018-08-20
"
						Waganupa Brewing289 Clifford Dr Unit B Lake Almanor, CA 96137-9641 | MapPhone: (530) 259-3705Type: Microwww.waganupa.com",2018-08-20
"
						Wages Brewing Company1382 Bill Virdon Blvd West Plains, MO 65775-3383 | MapPhone: (417) 293-3119Type: Microwww.wagesbrewco.com",2018-08-20
"
						Wagner Valley Brewing Co9322 Route 414 Lodi, NY 14860-9641 | MapPhone: (607) 582-6450Type: Microwww.wagnerbrewing.com",2018-08-20
"
						Waikiki Brewing Company1945 Kalakaua Ave Honolulu, HI 96815-1851 | MapType: Brewpubwww.waikikibrewing.com",2018-08-20
"
						Waikiki Brewing Company, Kaka'ako831 Queen St Honolulu, HI 96813-5203 | MapType: MicroGreater than 25% ownership by Waikiki Brewing Company, which is a craft brewer.",2018-08-20
"
						Wakarusa Brewing Company710 Main St Eudora, KS 66025 | MapPhone: (913) 256-5119Type: Microwww.wakarusabrewery.com",2018-08-20
"
						Wake Brewing2529 5th Ave Rock Island, IL 61201 | MapPhone: (309) 558-0878Type: Microwww.wakebrewing.com",2018-08-20
"
						Waldmann Brewery & Wurstery445 Smith Ave N Saint Paul, MN 55102-2725 | MapPhone: (651) 222-1857Type: Brewpubwww.waldmannbrewery.com",2018-08-20
"
						Walkabout Brewing Co921 Mason Way Medford, OR 97501 | MapPhone: (541) 734-4677Type: Micro",2018-08-20
"
						Walking Man Brewing Co240 SW 1st St Stevenson, WA 98648-6649 | MapPhone: (509) 427-5520Type: Microwww.walkingmanbeer.com",2018-08-20
"
						Walking Tree Brewery3209 Dodger Rd Vero Beach, FL 32960-7976 | MapPhone: (305) 562-3717Type: Microwww.walkingtreebrewery.com",2018-08-20
"
						Wallace Brewing Co610 Bank St Wallace, ID 83873-2227 | MapPhone: (208) 660-3430Type: Microwww.wallacebrewing.com",2018-08-20
"
						Walldorff Brewpub & Bistro105 E State St Hastings, MI 49058-1808 | MapPhone: (269) 945-4400Type: Brewpubwww.walldorffbrewpub.com",2018-08-20
"
						Wallenpaupack Brewing Company73 Welwood Ave Hawley, PA 18428-1500 | MapPhone: (570) 390-7933Type: Brewpubwww.wallenpaupackbrewingco.com",2018-08-20
"
						Walnut River Brewing Company111 W Locust Ave El Dorado, KS 67042-3513 | MapPhone: (316) 351-8086Type: Microwww.walnutriverbrewing.com",2018-08-20
"
						Walter Brewing Company126 Oneida St Pueblo, CO 81003-3424 | MapPhone: (719) 542-0766Type: Microwww.waltersbeer.com",2018-08-20
"
						Walter Station Brewery Phoenix, AZ 85034-1820Phone: (267) 421-6316Type: Planningwww.walterstation.beer",2018-08-20
"
						Walton Mountain Brewing Company7177 Charleston Rd Ste 1 Walton, WV 25286 | MapType: Microwww.waltonmountainbrewco.com",2018-08-20
"
						Waltz Brewing1900 A St Forest Grove, OR 97116-2303 | MapPhone: (503) 896-6057Type: Microwww.waltzbrewing.com",2018-08-20
"
						Wander Brewing1807 Dean Ave Bellingham, WA 98225-4616 | MapPhone: (360) 647-6152Type: Microwww.wanderbrewing.com",2018-08-20
"
						Wandering Griffin Beavercreek, OH 45324-9095Phone: (937) 956-5216Type: Planningwww.wanderinggriffin.com",2018-08-20
"
						Wandering Hop Brewery508 N 20th Ave Yakima, WA 98902-1839 | MapPhone: (509) 901-8011Type: Microwww.wanderinghop.com",2018-08-20
"
						Wandering Star Brewing Co11 Gifford St Pittsfield, MA 01201-3701 | MapPhone: (917) 573-3942Type: Microwww.wanderingstarbrewing.com",2018-08-20
"
						WanderLinger Brewing Co Chattanooga, TN 37403-4331Phone: (615) 653-5407Type: Planningwww.wanderlinger.com",2018-08-20
"
						Wanderlust Brewing Company1519 N Main St Ste 102 Flagstaff, AZ 86004-4970 | MapPhone: (928) 351-7952Type: Microwww.wanderlustbrewing.com",2018-08-20
"
						War Flag Brewing Co649 Morgan Ave Ste B16-5 Brooklyn, NY 11222-3940 | MapPhone: (646) 696-8096Type: Proprietorwww.warflag.nyc",2018-08-20
"
						War Horse Brewing Company623 Lerch Rd Ste 5 Geneva, NY 14456-9295 | MapPhone: (315) 585-4432Type: Brewpubwww.3brotherswinery.com",2018-08-20
"
						WAR WATER BREWERY201 N Riverside Ave Ste C1-11 Saint Clair, MI 48079-5498 | MapPhone: (810) 289-3921Type: Brewpubwww.warwaterbrewery.com",2018-08-20
"
						Warcola Brewing Company ,  Phone: (501) 545-6008Type: Planning",2018-08-20
"
						Ward House Brewery111 Elm Ave W Waseca, MN 56093-2433 | MapType: Microwww.wardhousebrewing.com",2018-08-20
"
						Waredaca Brewing Company4017 Damascus Rd Gaithersburg, MD 20882-2105 | MapPhone: (240) 432-2255Type: Microwww.waredacabrewing.com",2018-08-20
"
						Warehouse Gourmet Bistro & Brew Pub7 Pennsylvania Ave Hanover, PA 17331-2432 | MapPhone: (717) 451-9898Type: Microwww.warehousegourmet.net",2018-08-20
"
						Warfield Distillery and Brewery280 N. Main St. Ketchum, ID 83340-2759 | MapPhone: (208) 726-2739Type: Brewpubwww.warfielddistillery.com",2018-08-20
"
						Warped Wing Brewing Co26 Wyandot St Dayton, OH 45402-2145 | MapPhone: (937) 222-7003Type: Microwww.warpedwing.com",2018-08-20
"
						WarPigs USA Brewing Co.9750 Indiana Pkwy Munster, IN 46321-4004 | MapPhone: (219) 922-3565Type: Contractwarpigs.com",2018-08-20
"
						Wartega Brewing33 35th St Unit 6A Brooklyn, NY 11232-2210 | MapPhone: (917) 397-1171Type: Microwww.wartega.com",2018-08-20
"
						Wasatch Brew Pub - Park City250 Main St Park City, UT 84060-5113 | MapPhone: (435) 649-0900Type: Microwww.wasatchbeers.comGreater than 25% ownership by CANarchy, which is a craft brewer.",2018-08-20
"
						Wasatch Brew Pub - Sugarhouse2110 S Highland Dr Salt Lake City, UT 84106-2807 | MapPhone: (801) 783-1127Type: Brewpubwww.wasatchbeers.comGreater than 25% ownership by CANarchy, which is a craft brewer.",2018-08-20
"
						Wash Ashore Beer Company Edgartown, MA Type: Contractwww.washashorebeer.com",2018-08-20
"
						Washington Brewing Co28 E Maiden St Washington, PA 15301-4912 | MapPhone: (724) 222-5050Type: Brewpubthewashingtonbrewingcompany.com",2018-08-20
"
						Wasser Brewing Company102 E Franklin St Greencastle, IN 46135-1220 | MapPhone: (765) 301-9363Type: Brewpubwww.wasserbrewing.com",2018-08-20
"
						Wasserhund Brewing Company1805 Laskin Rd Ste 102 Virginia Beach, VA 23454-4553 | MapPhone: (757) 351-1326Type: Brewpubwww.wasserhundbrewing.com",2018-08-20
"
						Water Buffalo Brewery136 Russet Rd Walla Walla, WA 99362-8253 | MapPhone: (509) 240-7139Type: Microwww.waterbuffalobrewery.com",2018-08-20
"
						Water Street Brewery1101 N Water St Milwaukee, WI 53202-3107 | MapPhone: (414) 272-1195Type: Microwww.waterstreetbrewery.com",2018-08-20
"
						Water Street Brewery - Grafton1251 Gateway Dr 143 & Highway 60Grafton, WI 53024-9336 | MapPhone: (262) 375-2222Type: Brewpubwww.waterstreetbrewery.comGreater than 25% ownership by Water Street Brewery, which is a craft brewer.",2018-08-20
"
						Water Street Brewery - Lake County3191 Golf Rd Delafield, WI 53018-2156 | MapPhone: (262) 646-7878Type: Brewpubwww.waterstreetbrewery.comGreater than 25% ownership by Water Street Brewery, which is a craft brewer.",2018-08-20
"
						Water Street Brewery - Oak Creek140 W Town Square Way Oak Creek, WI 53154-6811 | MapPhone: (414) 301-5288Type: BrewpubGreater than 25% ownership by Water Street Brewery, which is a craft brewer.",2018-08-20
"
						Water Street Brewing Co168 Water St Fl 1 Binghamton, NY 13901-2736 | MapPhone: 607-217-4546Type: Brewpubwww.waterstreetbrewingco.com",2018-08-20
"
						Waterfront Brewery LLC201 William St Key West, FL 33040-6679 | MapPhone: (305) 440-2270Type: Brewpubwww.thewaterfrontbrewery.com",2018-08-20
"
						Waterline Brewing Co.721 Surrey St Wilmington, NC 28401-5043 | MapPhone: (910) 777-8955Type: Microwww.waterlinebrewing.com",2018-08-20
"
						Waterman Brewing Company9824 Dino Dr Unit 150 Elk Grove, CA 95624-1277 | MapPhone: (916) 714-2337Type: Microwww.watermanbrewing.com",2018-08-20
"
						Waterman's Brewing Co1610 Pavillion Pl Wilmington, NC 28403-3735 | MapPhone: (910) 839-3103Type: Brewpubwww.watermansbrewing.com",2018-08-20
"
						Watermark Brewing Company2684 KIMMEL ST Stevensville, MI 49127-1219 | MapPhone: (269) 281-0872Type: Microwww.watermarkbrewing.com",2018-08-20
"
						Water's End Brewery12425 Dillingham Sq Lake Ridge, VA 22192-5252 | MapPhone: (540) 907-5689Type: Microwatersendbrewery.com",2018-08-20
"
						Watertown Brewing Co113 E Kemp Ave Watertown, SD 57201 | MapPhone: (605) 878-2739Type: Brewpubwww.watertownbrewing.com",2018-08-20
"
						Watts Brewing Company19813 51st Ave SE Bothell, WA 98012-7440 | MapPhone: (206) 658-3646Type: Microwww.wattsbrewingcompany.com",2018-08-20
"
						Wavelength Brewing Company236 Main St Vista, CA 92084-6008 | MapPhone: (760) 820-9283Type: Microwww.wavelengthbrewco.com",2018-08-20
"
						Waverly Brewing Company1625-C Union Ave Baltimore, MD 21211 | MapPhone: (443) 438-5765Type: Microwww.waverlybrewingcompany.com",2018-08-20
"
						Wayfinder Beer304 SE 2nd Ave Portland, OR 97214-1008 | MapPhone: (503) 718-2337Type: Brewpubwww.wayfinder.beer",2018-08-20
"
						Waypost Brewing Co. Fennville, MI 49408Phone: (616) 916-2362Type: Planningwaypostbeer.com",2018-08-20
"
						Wayward Owl Brewing Company3940 Thalia St New Orleans, LA 70125-2008 | MapPhone: (504) 827-1646Type: Microwww.waywardowlbrewing.com",2018-08-20
"
						Wayzata Brew Works, LLC294 Grove Lane E, ste 150 wayzata , MN 55391 | MapPhone: (952) 737-1023Type: Microwww.wayzatabrewworks.com",2018-08-20
"
						Wayzata Brew Works, LLC.294 Grove Ln E Wayzata, MN 55391-1680 | MapPhone: (952) 737-1023Type: Proprietorwww.wayzatabrewworks.com/",2018-08-20
"
						We The People Brewing Company ,  Phone: (610) 324-3745Type: Planning",2018-08-20
"
						Weasel Boy Brewing Co  LLC126 Muskingum Ave Unit E Zanesville, OH 43701-4921 | MapPhone: (740) 455-3767Type: Brewpubwww.weaselboybrewing.com",2018-08-20
"
						Weathered Ground Brewery2027 Flat Top Rd Cool Ridge, WV 25843-9303 | MapPhone: (304) 716-6230Type: Microwww.weatheredgroundbrewery.com",2018-08-20
"
						Weathered Souls Brewing Co.606 Embassy Oaks Ste 500 San Antonio, TX 78216-1501 | MapPhone: (704) 770-6605Type: Brewpubwww.weatheredsouls.beer",2018-08-20
"
						WeBe Brewing Company796 Pre-Emption Road Geneva, NY 14456 | MapPhone: (315) 325-4834Type: Microwww.WeBeBrewing.com",2018-08-20
"
						Wedge Brewing Co37 Paynes Way Ste 100 Asheville, NC 28801-2626 | MapPhone: (828) 505-2792Type: Microwww.wedgebrewing.com",2018-08-20
"
						Wedgewood Brewing Company106 S Main St Middlebury, IN 46540 | MapPhone: (574) 358-0265Type: Micro",2018-08-20
"
						Weeping Radish Farm Brewery6810 Caratoke Hwy Grandy, NC 27939-9635 | MapPhone: (252) 491-5205Type: Microwww.weepingradish.com",2018-08-20
"
						Weilbacher Brewery New Braunfels, TX 78130-5104Phone: (512) 663-7507Type: Planningwww.weilbacherbeer.com",2018-08-20
"
						WeldWerks Brewing Co.508 8th Ave Greeley, CO 80631-3921 | MapPhone: (970) 518-5226Type: Microwww.weldwerksbrewing.com",2018-08-20
"
						Well 80 Brewing Company514 4th Ave E Olympia, WA 98501-1111 | MapPhone: (360) 915-6653Type: Brewpubwww.well80.com",2018-08-20
"
						Wellhead Restaurant/Brewpub332 W Main St Artesia, NM 88210-2161 | MapPhone: (575) 746-0640Type: Brewpubwww.thewellhead.com",2018-08-20
"
						Wellspent Brewing Company2917 Olive Street Saint Louis, MO 63103 | MapPhone: (314) 328-0505Type: Microwww.wellspentbeer.com",2018-08-20
"
						Welltown Brewing114 S. Archer Street Tulsa, OK 74103-2202 | MapType: Micro",2018-08-20
"
						Welpman Springs Brewing Company, LLC.517 Hatchery Rd Stover, MO 65078-1132 | MapPhone: (573) 377-2343Type: Microwww.welpmanspringsbrewing.weebly.com",2018-08-20
"
						Wenatchee Valley Brewing Co.108 Island Vw Wenatchee, WA 98801-2039 | MapPhone: (509) 888-8088Type: Microwenatcheevalleybrewing.com/",2018-08-20
"
						Werk Force Brewing Co14903 S Center St # 107 Plainfield, IL 60544-2177 | MapPhone: (815) 531-5557Type: Microwww.werkforcebrewing.com",2018-08-20
"
						Werner Brewing Company2807 3rd St Tillamook, OR 97141 | MapPhone: (503) 812-6040Type: Micro",2018-08-20
"
						West Bend Lithia Beer Co825 Schoenhaar Dr West Bend, WI 53090-2633 | MapPhone: (262) 334-3000Type: Contractwww.lithiabeer.com",2018-08-20
"
						West Coast Grocery Company1403 SE Stark St Portland, OR 97214-1439 | MapPhone: (253) 514-0315Type: Brewpubwww.westcoastgrocerycompany.com",2018-08-20
"
						West East Brewing Co4125 Lorain Ave Cleveland, OH 44113-3718 | MapPhone: (216) 202-1386Type: Contract",2018-08-20
"
						West Flanders Brewing Co1125 Pearl St Boulder, CO 80302-5103 | MapPhone: (303) 447-2739Type: Brewpubwww.wfbrews.com",2018-08-20
"
						West Kill Brewing2173 Spruceton Rd West Kill, NY 12492-5823 | MapPhone: (518) 989-6001Type: Microwww.westkillbrewing.com",2018-08-20
"
						West O Beer503 Terrace Park Blvd Milford, IA 51351-7300 | MapPhone: (712) 332-8090Type: Microwww.westobeer.com",2018-08-20
"
						West Palm Beach Brewery & Wine Vault332 Evernia St West Palm Beach, FL 33401-5404 | MapPhone: (561) 619-8813Type: Brewpubwww.WestPalmBeer.com",2018-08-20
"
						West Philadelphia Brewering ,  Phone: (610) 209-6261Type: Planningbrewerydevelopment.com",2018-08-20
"
						West Seattle Brewing Co4415 Fauntleroy Way SW Seattle, WA 98126-2631 | MapPhone: (206) 405-0972Type: Microwww.westseattlebrewing.com",2018-08-20
"
						West Shore Brewing Co10995 Main St Clarence, NY 14031-1735 | MapPhone: (716) 998-3752Type: Microwestshorebrewing.com",2018-08-20
"
						West Side Brewing3044 Harrison Ave Cincinnati, OH 45211-5752 | MapPhone: (513) 661-2337Type: Microwww.westsidebrewing.com",2018-08-20
"
						West Sixth Brewing Co501 W Sixth St Lexington, KY 40508-1341 | MapPhone: (859) 705-0915Type: Microwww.westsixth.com",2018-08-20
"
						West Sixth Greenroom109 W Main St Lexington, KY 40507 | MapPhone: (859) 705-0915Type: MicroGreater than 25% ownership by West Sixth Brewing Co, which is a craft brewer.",2018-08-20
"
						Westallion Brewing Company1825 S 72nd St West Allis, WI 53214-4714 | MapPhone: (414) 578-7998Type: Microwww.westallionbrewing.com",2018-08-20
"
						Westbend Winery and Brewery5394 Williams Rd Lewisville, NC 27023-8278 | MapPhone: (336) 945-9999Type: Microwww.westbendwineryandbrewery.com",2018-08-20
"
						Westbound & Down Brewing Company1617 Miner St Idaho Springs, CO 80452 | MapPhone: (720) 502-3121Type: Brewpubwww.westboundanddown.com",2018-08-20
