"name","brewery_type","address","address2","phone","website","pull_date","city","state","state_full","HD01_S023","HD02_S023"
"Silver Moon Brewing","Micro","2095 SW Badger Ave","Redmond, OR 97756-8164","(541) 388-8331","www.SilverMoonBrewing.com","2018-09-12","Redmond","OR","Oregon",2806429,73.3
"Silver Moon Brewing","Micro","24 NW Greenwood Ave","Bend, OR 97703-2027","(541) 388-8331","NA","2018-09-12","Bend","OR","Oregon",2806429,73.3
"Silver Peak Restaurant and Brewery","Brewpub","124 Wonder St","Reno, NV 89502-2424","(775) 324-1864","www.silverpeakbrewery.com","2018-09-12","Reno","NV","Nevada",1928669,71.4
"SIlverback Brewing Company","Planning","",NA,"(316) 371-9097","NA","2018-09-12",NA,NA,NA,NA,NA
"Silverking Brewing Company","Micro","325 E Lemon St","Tarpon Springs, FL 34689-4309","(727) 647-2524","www.silverkingbrewing.com","2018-09-12","Tarpon Springs","FL","Florida",14030290,74.6
"Simple Roots Brewing Co","Micro","1127 North Ave Ste 8","Burlington, VT 05408-2756","NA","NA","2018-09-12","Burlington","VT","Vermont",465053,74.3
"Simplicity Brewing Company","Micro","2473 Camden Rd","Warren, ME 04864-4113","(207) 273-0143","www.mkt.com/simplicitybrewingsupplies","2018-09-12","Warren","ME","Maine",999994,75.3
"Sin City Beer Co","Contract","3663 Las Vegas Blvd S Ste 504 Miracle Mile Shops","Las Vegas, NV 89109-1951","(702) 809-4939","www.sincitybeer.com","2018-09-12","Las Vegas","NV","Nevada",1928669,71.4
"Sing Sing Kill Brewery","Micro","75 Spring St","Ossining, NY 10562-4706","(917) 881-2490","www.singsingkillbrewery.com","2018-09-12","Ossining","NY","New York",14187508,73.2
"Singin' River Brewing Company, LLC","Micro","526 E College St","Florence, AL 35630-5764","(256) 760-0000","www.singinriverbrewing.com","2018-09-12","Florence","AL","Alabama",3431106,71.8
"Single Hill Brewing Company","Micro","102 N Naches Ave","Yakima, WA 98901-2757","(503) 351-1197","www.singlehillbrewing.com","2018-09-12","Yakima","WA","Washington",4860559,72.3
"Single Speed Brewing Co","Brewpub","325 Commercial St","Waterloo , IA 50701","(319) 883-3604","www.singlespeedbrewing.com","2018-09-12","Waterloo","IA","Iowa",2178618,71.5
"Single Speed Brewing Co Tap Room","Brewpub","325 Commercial St","Waterloo, IA 50701-1315","(319) 883-3604","NA","2018-09-12","Waterloo","IA","Iowa",2178618,71.5
"Singlecut Beersmiths","Micro","19-33 37th St","Astoria, NY 11105-1118","(718) 606-0788","www.singlecut.com","2018-09-12","Astoria","NY","New York",14187508,73.2
"Sinistral Brewing Company","Micro","9419 Main St","Manassas, VA 20110","703-686-4575","www.sinistralbrewingcompany.com","2018-09-12","Manassas","VA","Virginia",5799894,72.5
"Siren Rock Brewing Company","Planning","","Rockwall, TX 75087","NA","NA","2018-09-12","Rockwall","TX","Texas",17154807,68.2
"Siskiyou Brew Works","Brewpub","110 Squawvalley Rd","Mccloud, CA 96057","(530) 925-5894","www.siskiyoubrewworks.com","2018-09-12","Mccloud","CA","California",26228272,70.4
"Sister Lakes Brewing Company","Brewpub","92500 County Road 690","Dowagiac, MI 49047-9021","(269) 332-5135","www.sisterlakesbrewing.com","2018-09-12","Dowagiac","MI","Michigan",7085405,71.7
"Sisyphus Brewing","Micro","712 Ontario Ave W","Minneapolis, MN 55403-1138","(612) 444-8674","www.sisyphusbrewing.com","2018-09-12","Minneapolis","MN","Minnesota",3799982,71.6
"Siuslaw Brewing","Micro","16558 Alsea Hwy","Alsea, OR 97324-9624","(541) 740-1606","NA","2018-09-12","Alsea","OR","Oregon",2806429,73.3
"Six Car Pub and Brewery","Brewpub","625 S Polk","Amarillo, TX 79106","(806) 576-3396","www.sixcarpub.com","2018-09-12","Amarillo","TX","Texas",17154807,68.2
"Six Harbors Brewing Company","Micro","243 New York Ave.","Huntington, NY 11743-2719","(516) 680-3528","NA","2018-09-12","Huntington","NY","New York",14187508,73.2
"Six Mile Bridge Brewery","Micro","11841 Dorsett Rd","Maryland Heights, MO 63043-2503","NA","www.sixmilebridgebeer.com","2018-09-12","Maryland Heights","MO","Missouri",4300988,71.8
"Six Rivers Brewery","Brewpub","1300 Central Ave","McKinleyville, CA 95519-6429","(707) 839-7588","NA","2018-09-12","McKinleyville","CA","California",26228272,70.4
"Six Ten Brewing","Micro","7052 Benjamin Rd","Tampa, FL 33634-3034","(813) 886-0610","NA","2018-09-12","Tampa","FL","Florida",14030290,74.6
"Sixpoint Brewery","Regional","40 Van Dyke St","Brooklyn, NY 11231-1529","(347) 227-8676","www.sixpoint.com","2018-09-12","Brooklyn","NY","New York",14187508,73.2
"Sixth Sense Brewing Company","Micro","175 Main St.","Jackson, OH 45640","(740) 577-3681","www.sixthsensebrewing.com","2018-09-12","Jackson","OH","Ohio",8305392,72
"SJ Brewing Company","Micro","463646 SR 200, #13","Yulee, FL 32097","(904) 849-1654","www.SJBrewingCo.com","2018-09-12","Yulee","FL","Florida",14030290,74.6
"SKA Brewing","Regional","225 Girard, Bodo Park","Durango, CO 81303-6827","NA","NA","2018-09-12","Durango","CO","Colorado",3595067,71.5
"Skagit River Brewery","Brewpub","404 S 3rd St","Mount Vernon, WA 98273-3824","(360) 336-2884","www.skagitbrew.com","2018-09-12","Mount Vernon","WA","Washington",4860559,72.3
"Skagit Valley Malting","Micro","11966 Westar Ln","Burlington, WA 98233-3620","(360) 982-1262","NA","2018-09-12","Burlington","WA","Washington",4860559,72.3
"Skagway Brewing Co","Brewpub","641 Broadway St Ste 946","Skagway, AK 99840-9800","(907) 983-2759","www.skagwaybrewing.com","2018-09-12","Skagway","AK","Alaska",491763,69.2
"Skaneateles Brewery","Planning","",NA,"(315) 263-5783","NA","2018-09-12",NA,NA,NA,NA,NA
"SKBrewery LLC","Planning","",NA,"(775) 235-8696","www.skbrewery.com","2018-09-12",NA,NA,NA,NA,NA
"Skeleton Crew Brew","Micro","575 Lester Ave Ste 206","Onalaska, WI 54650-8694","(715) 570-9463","www.skeletoncrewbrew.com","2018-09-12","Onalaska","WI","Wisconsin",4104027,72.2
"Skeleton Key Brewery","Micro","8102 Lemont Rd Ste 300","Woodridge, IL 60517-7764","(630) 395-9033","www.skeletonkeybrewery.com","2018-09-12","Woodridge","IL","Illinois",9154497,71.3
"Sketchbook Brewing Company","Micro","821 Chicago Ave","Evanston, IL 60202-2307","NA","NA","2018-09-12","Evanston","IL","Illinois",9154497,71.3
"Skewed Brewing","Brewpub","21182 Salmon Run Mall Loop W, Unit B219","Watertown, NY 13601-2244","(315) 788-2337","Skewedbrewing.com","2018-09-12","Watertown","NY","New York",14187508,73.2
"Skipping Rock Beer Co.","Planning","","Staunton, VA 24401-6122","(540) 292-3417","www.skippingrockbeer.com","2018-09-12","Staunton","VA","Virginia",5799894,72.5
"Skookum Brewery","Micro","17925 59th Ave NE # A","Arlington, WA 98223-6352","(360) 403-7094","www.skookumbrewing.com","2018-09-12","Arlington","WA","Washington",4860559,72.3
"Skull Camp Brewing","Micro","765 Round Peak Church Rd","Mount Airy, NC 27030-8421","(336) 352-5595","www.skullcampbrewing.com","2018-09-12","Mount Airy","NC","North Carolina",6835727,71.7
"Skull Camp Brewing","Micro","1980 N Bridge St","Elkin, NC 28621-2106","(336) 352-5595","www.skullcampbrewing.com","2018-09-12","Elkin","NC","North Carolina",6835727,71.7
"Skull Mechanix Brewing","Micro","1005 East St Elmo Rd Bldg 2","Austin, TX 78745","(737) 300-1002","www.skullmechanix.com","2018-09-12","Austin","TX","Texas",17154807,68.2
"Sky High Brewing","Brewpub","160 NW Jackson Ave","Corvallis, OR 97330-4827","(541) 207-3277","www.skyhighbrewing.com","2018-09-12","Corvallis","OR","Oregon",2806429,73.3
"Skydance Brewing Company","Planning","","Oklahoma City, OK","(405) 686-8201","www.facebook.com/SkydanceBrewing/","2018-09-12","Oklahoma City","OK","Oklahoma",2653673,70.7
"Skyland Ale Works","Micro","1869 Pomona Rd Ste E","Corona, CA 92880-1789","(951) 817-3037","www.skylandaleworks.com","2018-09-12","Corona","CA","California",26228272,70.4
"Skyroc Brewery","Micro","11 Riverbank Rd","Attleboro, MA 02703-","(774) 331-2336","www.skyrocbrewery.com","2018-09-12","Attleboro","MA","Massachusetts",4825238,73.7
"Slack Tide Brewing Company","Micro","1072 Route 83 Unit 3","Cape May Court House, NJ 08210-1200","(609) 478-2343","www.slacktidebrewingco.com","2018-09-12","Cape May Court House","NJ","New Jersey",6391930,72.7
"Slackers Brewing Co","Planning","",NA,"(916) 747-5770","www.slackersbrew.com","2018-09-12",NA,NA,NA,NA,NA
"Slag Heap Brewing Company","Micro","227 Gadsden Hwy","Trussville, AL 35173","NA","www.slagheapbrewing.com","2018-09-12","Trussville","AL","Alabama",3431106,71.8
"Slantways Brewing Company","Planning","","The Woodlands, TX 77381-4641","NA","NA","2018-09-12","The Woodlands","TX","Texas",17154807,68.2
"Slate Farm Brewery","Micro","2128 Whiteford Rd","Whiteford, MD 21160-1402","NA","NA","2018-09-12","Whiteford","MD","Maryland",4175913,72.3
"Slate Rock Brewing Company","Micro","113 S Main St","Amity, AR 71921-","(870) 342-5545","www.slaterockbrewing.com","2018-09-12","Amity","AR","Arkansas",2077218,71.2
"Slaughter County Brewing","Brewpub","1307 Bay St","Port Orchard, WA 98366-5105","(360) 329-2340","www.slaughtercountybrewing.com","2018-09-12","Port Orchard","WA","Washington",4860559,72.3
"Sleeping Giant Brewing Company","Micro","2500 W 5th Ave","Denver, CO 80204-4803","NA","www.sleepinggiantbrewing.com","2018-09-12","Denver","CO","Colorado",3595067,71.5
"Sleepy Dog Brewing Co","Micro","1920 E University Dr","Tempe, AZ 85281-4608","(480) 967-5476","NA","2018-09-12","Tempe","AZ","Arizona",4478620,70.1
"Sleepy Owl Brewery","Micro","151 E Main St Ste 200","Kingsport, TN 37660-4380","(423) 274-4458","www.sleepyowlbrewery.com","2018-09-12","Kingsport","TN","Tennessee",4580604,72.2
"Slesar Bros Brewing Co - Boston Beer Works","Brewpub","112 Canal St","Boston, MA 02114-1805","(617) 896-2337","www.beerworks.net","2018-09-12","Boston","MA","Massachusetts",4825238,73.7
"Slesar Bros Brewing Co - Boston Beer Works","Brewpub","61 Brookline Ave","Boston, MA 02215-3406","(617) 536-2337","www.beerworks.net","2018-09-12","Boston","MA","Massachusetts",4825238,73.7
"SlickFin Brewing Company LLC","Planning","","Queensbury, NY 12804-9786","NA","NA","2018-09-12","Queensbury","NY","New York",14187508,73.2
"Slippery Pig Brewery","Brewpub","18801 Front St NE","Poulsbo, WA 98370","(360) 394-1686","www.slipperypigbrewing.com","2018-09-12","Poulsbo","WA","Washington",4860559,72.3
"SLO Brewing Co","Micro","736 Higuera St","San Luis Obispo, CA 93401-3513","(805) 459-5604","www.slobrew.com","2018-09-12","San Luis Obispo","CA","California",26228272,70.4
"SLO Brewing Co - The Rock","Brewpub","855 Aerovista Pl","San Luis Obispo, CA 93401-8056","(805) 706-2915","NA","2018-09-12","San Luis Obispo","CA","California",26228272,70.4
"Sloop Brewing","Micro","1065 County Route 19","Elizaville, NY 12523-1205","(917) 848-3865","www.sloopbrewing.com","2018-09-12","Elizaville","NY","New York",14187508,73.2
"Slow Lane Brewing","Planning","",NA,"61 (438) 679-928","NA","2018-09-12",NA,NA,NA,NA,NA
"Slow Play Brewing Company","Planning","","Rock Hill, SC 29730-3504","NA","NA","2018-09-12","Rock Hill","SC","South Carolina",3327093,71.9
"Slow Pour Brewing Company","Micro","407 N Clayton St","Lawrenceville, GA 30046-4818","(404) 510-8901","www.slowpourbrewing.com","2018-09-12","Lawrenceville","GA","Georgia",6762553,69.8
"Slowboat Brewing Company","Micro","318 W 5th St","Laurel, MS 39440-3461","(601) 433-2723","www.slowboatbrewco.com","2018-09-12","Laurel","MS","Mississippi",2072004,69.8
"Sluggo Brewing","Micro","2712 6th Ave","Tacoma, WA 98406-7213","(253) 327-1894","www.halfpintpizzapub.com","2018-09-12","Tacoma","WA","Washington",4860559,72.3
"Sly Fox Brewhouse and Eatery","Micro","520 Kimberton Rd Pikeland Village Square","Phoenixville, PA 19460-4737","(610) 935-4540","www.slyfoxbeer.com","2018-09-12","Phoenixville","PA","Pennsylvania",9331047,73.5
"Sly Fox Brewing Co","Regional","331 Circle of Progress Dr","Pottstown, PA 19464-3811","(484) 524-8210","www.slyfoxbeer.com","2018-09-12","Pottstown","PA","Pennsylvania",9331047,73.5
"Small Batch Beer Co","Brewpub","241 W 5th St","Winston Salem, NC 27101-2825","(336) 893-6395","www.smallbatchws.com","2018-09-12","Winston Salem","NC","North Carolina",6835727,71.7
"Small Brewpub","Brewpub","333 W Jefferson Blvd","Dallas, TX 75208-4602","(972) 863-1594","www.smallbrewpub.com","2018-09-12","Dallas","TX","Texas",17154807,68.2
"Small Change Brewing Company","Contract","","Somerville, MA","NA","www.smallchangebrewing.com","2018-09-12","Somerville","MA","Massachusetts",4825238,73.7
"Small Craft Brewing Co","Micro","66 Merrick Rd","Amityville, NY 11701-3463","(631) 464-0186","www.smallcraftbrewing.com","2018-09-12","Amityville","NY","New York",14187508,73.2
"Small Town Brewery","Large","1000 N Rand Rd Ste 204","Wauconda, IL 60084-1182","(314) 276-8277","NA","2018-09-12","Wauconda","IL","Illinois",9154497,71.3
"Smart Beer Company","Contract","","New Paltz, NY 12561-0430","NA","www.smartbeercompany.com","2018-09-12","New Paltz","NY","New York",14187508,73.2
"Smartmouth Brewing Co","Micro","1309 Raleigh Ave Ste A","Norfolk, VA 23507-1367","(757) 624-3939","www.smartmouthbrewing.com","2018-09-12","Norfolk","VA","Virginia",5799894,72.5
"Smartmouth Brewing Pilot House","Micro","313 32nd St","Virginia Beach, VA 23451-2950","NA","NA","2018-09-12","Virginia Beach","VA","Virginia",5799894,72.5
"Smelter City Brewing","Micro","101 E Commercial Ave","Anaconda, MT 59711-2289","(406) 563-0344","www.smeltercitybrewing.com","2018-09-12","Anaconda","MT","Montana",724590,73.2
"Smiling Toad Brewery","Micro","1757 S 8th St Ste 100","Colorado Springs, CO 80905-1926","(719) 418-2936","www.smilingtoadbrewery.com","2018-09-12","Colorado Springs","CO","Colorado",3595067,71.5
"Smith & Lentz Brewing","Micro","903 Main St","Nashville, TN 37206-3609","NA","www.smithandlentz.com","2018-09-12","Nashville","TN","Tennessee",4580604,72.2
"Smith Rock Brewing","Brewpub","546 NW 7th St","Redmond, OR 97756-1628","(541) 279-7005","www.smithrockbrewing.com","2018-09-12","Redmond","OR","Oregon",2806429,73.3
"Smitten Brewing Co.","Planning","",NA,"(704) 201-4447","NA","2018-09-12",NA,NA,NA,NA,NA
"Smitty's Brewing","Micro","","Bremerton, WA 98312-9132","(360) 710-8921","NA","2018-09-12","Bremerton","WA","Washington",4860559,72.3
"Smockville Brewhouse","Brewpub","22793 SW Pine St","Sherwood, OR 97140-9303","(503) 610-1506","www.smockvillebrewhouse.com","2018-09-12","Sherwood","OR","Oregon",2806429,73.3
"Smog City Brewing","Micro","1901 del Amo Blvd Ste B","Torrance, CA 90501-1350","310-320-7664","www.smogcitybrewing.com","2018-09-12","Torrance","CA","California",26228272,70.4
"Smog City Brewing Wood Cellar","Micro","1879 Del Amo Blvd","Torrance, CA 90501","(310) 320-7664","www.smogcitybrewing.com","2018-09-12","Torrance","CA","California",26228272,70.4
"Smoke Brewing Company","Brewpub","209 SE Main St.","Lees Summit, MO 64063","(816) 525-2337","NA","2018-09-12","Lees Summit","MO","Missouri",4300988,71.8
"Smoke Mountain Brewery","Micro","6520 Casitas Pass Rd","Ventura, CA 93001-9794","(805) 804-7954","www.smokemtn.com","2018-09-12","Ventura","CA","California",26228272,70.4
"Smokehouse Brewing","Brewpub","1130 Dublin Rd","Columbus, OH 43215-1039","(614) 485-0227","www.smokehousebrewing.com","2018-09-12","Columbus","OH","Ohio",8305392,72
"Smoketown Brewing Station","Micro","223 W Potomac St","Brunswick, MD 21716-1117","(301) 834-4828","www.smoketownbrewing.com","2018-09-12","Brunswick","MD","Maryland",4175913,72.3
"Smoking Cannon Brewery","Micro","780 Main St Ste I","Ramona, CA 92065-2079","(760) 407-7557","www.smokingcannonbrewery.com","2018-09-12","Ramona","CA","California",26228272,70.4
"Smoky Mountain Brewery (#1)","Brewpub","6515 Kingston Pike","Knoxville, TN 37919-4826","(865) 673-3377","www.smoky-mtn-brewery.com","2018-09-12","Knoxville","TN","Tennessee",4580604,72.2
"Smoky Mountain Brewery (#2) - Gatlinburg","Brewpub","1004 Parkway Ste 501","Gatlinburg, TN 37738-3172","(865) 436-4200","www.smoky-mtn-brewery.com","2018-09-12","Gatlinburg","TN","Tennessee",4580604,72.2
"Smoky Mountain Brewery (#3) - Pigeon Forge","Brewpub","2530 Parkway Ste 15","Pigeon Forge, TN 37863-7006","NA","www.smoky-mtn-brewery.com","2018-09-12","Pigeon Forge","TN","Tennessee",4580604,72.2
"Smoky Mountain Brewery (#4) - Turkey Creek","Brewpub","11308 Parkside Dr","Knoxville, TN 37934-1971","(865) 288-5500","www.smoky-mtn-brewery.com","2018-09-12","Knoxville","TN","Tennessee",4580604,72.2
"Smuggler's Brewpub","Brewpub","225 South Pine St","Telluride, CO 81435","(970) 728-5620","www.smugglersbrewpub.com","2018-09-12","Telluride","CO","Colorado",3595067,71.5
"Smuttynose Brewing Co","Regional","105 Towle Farm Rd","Hampton, NH 03842-1806","(603) 436-4026","www.smuttynose.com","2018-09-12","Hampton","NH","New Hampshire",972077,73.8
"Smylie Brothers Brewing Co","Brewpub","1615 Oak Ave","Evanston, IL 60201-3611","(224) 999-7320","www.smyliebros.com","2018-09-12","Evanston","IL","Illinois",9154497,71.3
"Snafu Brewing Company","Micro","3280 Industry Dr","Charleston, SC 29418-8452","(843) 767-4121","www.snafubrewingcompany.com","2018-09-12","Charleston","SC","South Carolina",3327093,71.9
"Snake River Brewing Co","Micro","265 S Millward St PO Box 3317","Jackson, WY 83001-8582","(307) 739-2337","www.snakeriverbrewing.com","2018-09-12","Jackson","WY","Wyoming",403736,71.6
"Snipes Mountain Brewing Co","Micro","905 Yakima Valley Hwy","Sunnyside, WA 98944-1334","(509) 837-2739","www.snipesmountain.com","2018-09-12","Sunnyside","WA","Washington",4860559,72.3
"Snitz Creek Brewery","Brewpub","7 N 9th St","Lebanon, PA 17046-4902","(717) 450-4467","www.snitzcreekbrewery.com","2018-09-12","Lebanon","PA","Pennsylvania",9331047,73.5
"Snoqualmie Falls Brewing Co","Brewpub","8032 Falls Ave SE","Snoqualmie, WA 98065-0924","NA","NA","2018-09-12","Snoqualmie","WA","Washington",4860559,72.3
"SnoTown Brewery","Micro","511 2nd St","Snohomish, WA 98290-3009","(425) 231-8113","www.facebook.com/SnoTownBrewery/","2018-09-12","Snohomish","WA","Washington",4860559,72.3
"Snow Belt Brew","Micro","9511 Kile Rd","Chardon, OH 44024","NA","NA","2018-09-12","Chardon","OH","Ohio",8305392,72
"Snow Eagle Brewing","Brewpub","455 River Pkwy","Idaho Falls, ID 83402-3314","(208) 557-0455","www.snoweaglebrewing.com","2018-09-12","Idaho Falls","ID","Idaho",1070097,68.3
"Snow Hop Brewery","Micro","685 Barney St Ste A","Helena, MT 59602","(406) 422-5026","NA","2018-09-12","Helena","MT","Montana",724590,73.2
"Snowbank Brewing","Micro","225 N Lemay Ave Ste 1","Fort Collins, CO 80524-2555","(970) 999-5658","www.snowbank.beer","2018-09-12","Fort Collins","CO","Colorado",3595067,71.5
"Snowbelt Brewing Company","Brewpub","132 W Main St Unit 1","Gaylord, MI 49735-2304","(989) 448-7077","NA","2018-09-12","Gaylord","MI","Michigan",7085405,71.7
"Snowbird Brewing Company","Planning","",NA,"(423) 637-9748","NA","2018-09-12",NA,NA,NA,NA,NA
"Snowshoe Brewing Co","Brewpub","2050 Hwy 4","Arnold, CA 95223","(209) 795-2272","www.snowshoebrewing.com","2018-09-12","Arnold","CA","California",26228272,70.4
"Snowy Mountain Brewery","Brewpub","601 E Pic Pike Rd","Saratoga, WY 82331","(800) 594-0178","NA","2018-09-12","Saratoga","WY","Wyoming",403736,71.6
"Soaring Ridge Craft Brewers","Micro","523 Shenandoah Ave NW","Roanoke, VA 24016-2318","(540) 529-2140","www.soaringridge.com","2018-09-12","Roanoke","VA","Virginia",5799894,72.5
"Soaring Wings Brewing","Micro","17111 S 138th St","Springfield, NE 68059-4810","(402) 253-2479","www.soaringwingswine.com","2018-09-12","Springfield","NE","Nebraska",1286989,70.5
"Sobel's Obscure Brewery, LLC","Contract","954 Arona Rd","New Stanton, PA 15672-1109","(412) 525-1553","www.Sobbrews.com","2018-09-12","New Stanton","PA","Pennsylvania",9331047,73.5
"Sociable Cider Werks","Micro","1500 Fillmore St NE","Minneapolis, MN 55413-1657","(612) 758-0105","www.sociablecider.com","2018-09-12","Minneapolis","MN","Minnesota",3799982,71.6
"Social Kitchen & Brewery","Brewpub","1326 9th Ave","San Francisco, CA 94122-2309","(415) 681-0330","www.socialkitchenandbrewery.com","2018-09-12","San Francisco","CA","California",26228272,70.4
"Societe Brewing Company","Micro","Societe Brewing Company 8262 Clairemont Mesa Blvd","San Diego, CA 92111-1702","(713) 816-1157","NA","2018-09-12","San Diego","CA","California",26228272,70.4
"Sockdolager Brewing Company","Micro","720 China St","Abilene, TX 79602-2722","(325) 721-1718","www.sockdolagerbrewery.com","2018-09-12","Abilene","TX","Texas",17154807,68.2
"Sockeye Brewing Co","Micro","12542 W Fairview Ave","Boise, ID 83716-0026","(208) 658-1533","www.sockyebrew.com","2018-09-12","Boise","ID","Idaho",1070097,68.3
"Soggy Bottom Brewing Co.","Micro","660 Main St","Dunedin, FL 34698","(727) 601-1698","www.soggybottombrewery.com","2018-09-12","Dunedin","FL","Florida",14030290,74.6
"Solace Brewing Company","Micro","42615 Trade West Dr Ste 100","Dulles, VA 20166-2259","(703) 345-5630","www.solacebrewing.com","2018-09-12","Dulles","VA","Virginia",5799894,72.5
"Solarc Brewing","Contract","607 CRANE BLVD","Los Angeles, CA 90065-4015","(508) 479-2502","www.solarcbrewing.com","2018-09-12","Los Angeles","CA","California",26228272,70.4
"Solemn Oath Brewery","Micro","1661 Quincy Ave Ste 179","Naperville, IL 60540-3969","(630) 995-3062","www.solemnoathbrewery.com","2018-09-12","Naperville","IL","Illinois",9154497,71.3
"Solemn Oath Brewery","Planning","","Chicago, IL 60647","NA","NA","2018-09-12","Chicago","IL","Illinois",9154497,71.3
"Solera Brewery","Micro","4945 Baseline Dr","Mount Hood Parkdale, OR 97041-","(541) 352-5500","www.solerabrewery.com","2018-09-12","Mount Hood Parkdale","OR","Oregon",2806429,73.3
"Solid Ground Brewing","Brewpub","552 Pleasant Valley Road","Diamond Springs, CA 95619","(530) 344-7442","www.solidgroundbrewing.com","2018-09-12","Diamond Springs","CA","California",26228272,70.4
"Solorio Brewing Co","Micro","9395 Feron Blvd Ste K","Rancho Cucamonga, CA 91730-4565","(909) 755-5400","www.soloriobrewing.com","2018-09-12","Rancho Cucamonga","CA","California",26228272,70.4
"Solvang Brewing Co","Brewpub","1547 Mission Dr","Solvang, CA 93463-2607","(805) 688-2337","www.solvangbrewingcompany.com","2018-09-12","Solvang","CA","California",26228272,70.4
"Solvang Brewing Company - Lompoc","Brewpub","234 N H St","Lompoc, CA 93436-6022","(978) 729-2485","www.solvangbrewing.com","2018-09-12","Lompoc","CA","California",26228272,70.4
"Soma Brewing LLC","Planning","","South Orange, NJ 07079-1455","(973) 715-1450","NA","2018-09-12","South Orange","NJ","New Jersey",6391930,72.7
"SoMe Brewing Co","Micro","1 York St Ste 3","York, ME 03909-1392","(207) 351-8162","somebrewingco.com","2018-09-12","York","ME","Maine",999994,75.3
"Some Nerve Brewing Company","Micro","5586 US Highway 51","Manitowish Waters, WI 54545-6325","(608) 576-6040","www.somenervebrewing.com","2018-09-12","Manitowish Waters","WI","Wisconsin",4104027,72.2
"SomePlace Else Brewery","Micro","6425 W 52nd Ave Unit 6/6B","Arvada, CO 80002-4008","(720) 512-4162","NA","2018-09-12","Arvada","CO","Colorado",3595067,71.5
"Somers Point Brewing Company","Planning","","Somers Point, NJ 08244-1822","NA","NA","2018-09-12","Somers Point","NJ","New Jersey",6391930,72.7
"Somerville Brewing Company","Micro","15 Ward St","Somerville, MA 02143-4228","(800) 428-1150","www.slumbrew.com","2018-09-12","Somerville","MA","Massachusetts",4825238,73.7
"Something Brewery","Micro","117 N Main St Unit A","Brighton, CO 80601-1778","(720) 660-1343","www.somethingbrewery.com","2018-09-12","Brighton","CO","Colorado",3595067,71.5
"Something Wicked Brewing Company","Brewpub","34 Broadway Ste 200","Hanover, PA 17331-3104","(717) 316-5488","www.somethingwickedbrewing.com","2018-09-12","Hanover","PA","Pennsylvania",9331047,73.5
"Sonder Brewing","Planning","","Maineville, OH 45039-8103","(630) 347-3323","www.sonderbrewery.com","2018-09-12","Maineville","OH","Ohio",8305392,72
"Sonoma Grille","Brewpub","165 W Napa St","Sonoma, CA 95476-6626","(707) 938-7542","www.sonomagrilleandbar.com","2018-09-12","Sonoma","CA","California",26228272,70.4
"Sonoma Springs Brewing Co","Micro","19449 Riverside Dr Ste 101","Sonoma, CA 95476-6357","(707) 938-7422","www.sonomaspringsbrewing.com","2018-09-12","Sonoma","CA","California",26228272,70.4
"Sonoran Brewing","Contract","3002 E Washington St","Phoenix, AZ 85034-1518","(602) 510-8996","www.sonoranbrewing.com","2018-09-12","Phoenix","AZ","Arizona",4478620,70.1
"Sons of Liberty Aleworks","Micro","1780 Town and Country Dr Ste 101","Norco, CA 92860-3618","(951) 403-5122","www.solaleworks.com","2018-09-12","Norco","CA","California",26228272,70.4
"Sons of Liberty Beer & Spirits Co.","Micro","1425 Kingstown Rd","Wakefield, RI 02879-8313","(401) 284-4006","www.solspirits.com","2018-09-12","Wakefield","RI","Rhode Island",771272,73.3
"Sons Of Toil Brewing LLC","Micro","14090 Klein Rd","Mount Orab, OH 45154-8312","(513) 250-9082","www.sonsoftoilllc.com/","2018-09-12","Mount Orab","OH","Ohio",8305392,72
"Soo Brewing Company","Micro","223 W Portage Ave","Sault Sainte Marie, MI 49783-1921","(906) 632-4400","www.soobrew.com","2018-09-12","Sault Sainte Marie","MI","Michigan",7085405,71.7
"Sophisticated Hound Brewing Company","Micro","","Princeton, WV 24739","NA","NA","2018-09-12","Princeton","WV","West Virginia",1387908,74.9
"Soquel Fermentation Project","Micro","","Los Gatos, CA 95033","NA","facebook.com/Soquel-Fermentation-Project-1661153424004618/","2018-09-12","Los Gatos","CA","California",26228272,70.4
"Soul Brewing Company","Planning","",NA,"(212) 545-7343","soulbrewco.com","2018-09-12",NA,NA,NA,NA,NA
"Soul Squared Brewing Co.","Micro","6412 N County Road 15","Fort Collins, CO 80524","NA","www.soulsquaredbrewing.com","2018-09-12","Fort Collins","CO","Colorado",3595067,71.5
"Soulcraft Brewing","Micro","248 W US Highway 50","Salida, CO 81201-2347","(719) 539-5428","www.soulcraftbeer.com","2018-09-12","Salida","CO","Colorado",3595067,71.5
"Sound Brewery","Micro","19479 Viking Ave NW","Poulsbo, WA 98370-8370","(360) 930-8696","www.soundbrewery.com","2018-09-12","Poulsbo","WA","Washington",4860559,72.3
"Sound To Summit","Brewpub","1830 Bickford Ave Ste 111","Snohomish, WA 98290-1751","(360) 294-8127","www.sound2summit.com","2018-09-12","Snohomish","WA","Washington",4860559,72.3
"Soundgrowler Brewing Co.","Brewpub","8201 183rd St Ste P","Tinley Park, IL 60487-9377","(708) 263-0083","www.soundgrowler.com","2018-09-12","Tinley Park","IL","Illinois",9154497,71.3
"Source Brewing","Planning","","Colts Neck, NJ 07722-2430","(732) 778-5184","www.sourcebrewing.com","2018-09-12","Colts Neck","NJ","New Jersey",6391930,72.7
